number,coreid,refcode,name,mofid-v1,LCD (Å),PLD (Å),LFPD (Å),Density (g/cm3),ASA (A2),ASA (m2/cm3),ASA (m2/g),NASA (A2),NASA (m2/cm3),NASA (m2/g),PV (A3),VF,PV (cm3/g),NAV (A3),NAV_VF,NPV (cm3/g),structure_dimension,topology(SingleNodes),topology(SingleNodes)-zeo,topology(AllNodes),topology(AllNodes)-zeo,catenation,dimension_by_topo,hall,number_spacegroup,Metal Types,Has OMS,OMS Types,Charge,average_atomic_mass,Heat_capacity@300K (J/g/K),std @ 300 K (J/g/K),Heat_capacity@350K (J/g/K),std @ 350 K (J/g/K),Heat_capacity@400K (J/g/K),std @ 400 K (J/g/K),k_cp (J/g/K/K),cp0 (J/g/K),natoms,Source,DOI,Year,Time,Publication,Extension,unmodified,Thermal_stability (℃),Solvent_stability,Water_stability,KH_Classes,memo
270,2017[Cd][bey]2[FSR]1,c7ra08165k2_4_FSR_pacman,-,[Cd].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1 MOFid-v1.bey.cat0;c7ra08165k2_4_FSR_pacman,7.69675,5.41267,7.69675,1.0546,633.152,1802.2,1708.9,0,0,0,2071.4,0.5896,0.559076,0,0,0,2,bey,unnamed,bey,unnamed,1,2,-P 1,2,Cd,No,N/A,PACMAN-DDEC6,11.38364694,0.82403092,0.033093928,0.914456708,0.066851398,0.974402592,0.079173978,0.001563153,0.334879887,196,SI,10.1039/C7RA08165K,2017,2017,RSC,Free Solvent Removed,TRUE,351.8,0.7254911,0.51,weak,
271,2017[Cd][kgd]2[FSR]4,c7ra08188j2_3_FSR_pacman,-,[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)[O-].[OH2][Cd] MOFid-v1.ERROR.cat0;c7ra08188j2_3_FSR_pacman,3.94811,3.22222,3.93583,1.72178,0,0,0,15.1364,159.906,92.8723,338.688,0.3578,0.207808,0,0,0,2,kgd,unnamed,kgd,unnamed,1,2,-C 2yc,15,Cd,No,N/A,PACMAN-DDEC6,11.41262,0.830747309,0.014103336,0.925736207,0.03149649,0.980135721,0.039167673,0.001480905,0.334948392,86,SI,10.1039/C7RA08188J,2017,2017,RSC,Free Solvent Removed,TRUE,350.8,0.79404956,0.45,unknown,
272,2017[Zn][dia]3[FSR]9,c7ra08427g2_FSR_pacman,-,"[O-]C(=O)c1cc(cc(c1)C(=O)[O-])Cn1nc(nc1c1ccncc1)c1ccncc1.[Zn] MOFid-v1.hcb,cpr.cat1;c7ra08427g2_FSR_pacman",4.56185,3.67847,4.43809,1.24594,174.379,703.814,564.886,0,0,0,1207.1,0.4872,0.39103,0,0,0,3,dia,unnamed,tfv,unnamed,2,3,-P 1,2,Zn,Yes,Zn,PACMAN-DDEC6,10.56225045,0.883400769,0.014674406,0.996956002,0.031176617,1.049919851,0.04162136,0.001224899,0.356556501,176,SI,10.1039/C7RA08427G,2017,2017,RSC,Free Solvent Removed,TRUE,348.8,0.8683183,0.79,weak,
273,2018[Zn][sql]2[FSR]4,c7ra12874f2_3_FSR_pacman,-,[Zn].n1ccc(cc1)C=Cc1ccncc1 MOFid-v1.ERROR.cat0;c7ra12874f2_3_FSR_pacman,4.85029,3.71599,4.85029,1.29828,68.3928,552.586,425.629,0,0,0,528.987,0.4274,0.329204,0,0,0,2,sql,unnamed,sql,unnamed,3,2,P 4n 2ab -1n,138,Zn,No,N/A,PACMAN-DDEC6,8.959664444,0.977361271,0.011748786,1.081896061,0.017574643,1.130276466,0.020901807,0.001600088,0.359257585,108,SI,10.1039/C7RA12874F,2018,2018/2/16,RSC,Free Solvent Removed,TRUE,309.1,0.6634777,0.71089881,weak,
274,2017[Co][nan]3[FSR]6,c7sc00449d2_2_FSR_pacman,-,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;c7sc00449d2_2_FSR_pacman,7.70477,5.78407,7.70477,1.38138,186.374,1404.4,1016.66,0,0,0,746.878,0.5628,0.407419,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2ybc,14,Co,No,N/A,PACMAN-DDEC6,16.72686682,0.765445045,0.015253491,0.855435406,0.031936228,0.857243332,0.040384015,0.001145077,0.334817453,66,SI,10.1039/C7SC00449D,2017,2017,RSC,Free Solvent Removed,FALSE,291.1,0.60882336,0.545376344,weak,
275,2017[Co][nan]3[FSR]7,c7sc00449d2_3_FSR_pacman,-,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;c7sc00449d2_3_FSR_pacman,11.52622,10.85638,11.52562,1.17257,208.409,1572.45,1341.04,0,0,0,862.552,0.6508,0.555022,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2ybc,14,Co,Yes,Co,PACMAN-DDEC6,17.33134833,0.702261101,0.01350287,0.770437122,0.027739019,0.826148021,0.031660533,0.001307732,0.357062291,54,SI,10.1039/C7SC00449D,2017,2017,RSC,Free Solvent Removed,TRUE,230.9,0.9372656,0.180285714,weak,
276,2017[Co][nan]3[FSR]8,c7sc00449d2_7_FSR_pacman,-,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;c7sc00449d2_7_FSR_pacman,11.48102,10.84497,11.48102,1.17528,205.167,1551.58,1320.18,0,0,0,850.246,0.643,0.547104,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-C 2yc,15,Co,Yes,Co,PACMAN-DDEC6,17.33134833,0.702206942,0.011355042,0.776145625,0.025131873,0.827704584,0.03056334,0.000683545,0.321815108,54,SI,10.1039/C7SC00449D,2017,2017,RSC,Free Solvent Removed,FALSE,230.9,0.93694794,0.180285714,weak,
277,2017[Cd][met]3[FSR]1,c7sc03067c2_FSR_pacman,-,N1=CC=N[N]1.[CH]1C=NN=N1.[Cd].[N]1C=CN=N1 MOFid-v1.met.cat0;c7sc03067c2_FSR_pacman,6.42627,4.13446,6.42627,1.52446,945.854,1455.81,954.964,0,0,0,3650.08,0.5618,0.368524,0,0,0,3,met,unnamed,met,unnamed,1,3,-C 2yc,15,Cd,No,N/A,PACMAN-DDEC6,16.568384,0.602902698,0.01247528,0.654741927,0.024587306,0.752518855,0.031337873,0.001745771,0.358590775,360,SI,10.1039/C7SC03067C,2017,2017,RSC,Free Solvent Removed,FALSE,306.3,0.743285,0.82,none,
278,2017[Ni][nan]3[FSR]1,c7sc04192f2_FSR_pacman,-,"O=C(c1ccc(s1)C(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-])Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH2][Ni][OH2][Ni][OH2] MOFid-v1.nbo,tfb.cat0;c7sc04192f2_FSR_pacman",10.60685,3.46788,10.60685,1.02982,4131.59,1314.79,1276.72,4.31777,1.37404,1.33425,18320.2,0.583,0.566117,0,0,0,3,unstable,unnamed,tfb,unnamed,2,3,-P 1,2,Ni,No,N/A,PACMAN-DDEC6,10.1500925,0.965492801,0.017678691,1.050567102,0.027969363,1.103413623,0.032436409,0.00162084,0.588348153,1920,SI,10.1039/C7SC04192F,2017,2017/11/15,RSC,Free Solvent Removed,TRUE,407.5,0.78042996,0.89,none,
279,2017[Zn][nan]3[FSR]4,c7sc04266c2_FSR_pacman,-,unknown,11.40747,10.11416,11.40747,1.10312,369.164,1421.15,1288.29,0,0,0,1466.11,0.5644,0.511639,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 2ybc,14,Zn,No,N/A,PACMAN-DDEC6,9.917147586,0.944644312,0.020101506,1.03328504,0.027542711,1.132521575,0.031936035,0.00127504,0.300007695,174,SI,10.1039/C7SC04266C,2017,2017/10/26,RSC,Free Solvent Removed,TRUE,372.5,0.9074116,0.643060105,none,
280,2018[Mn][bcu]3[FSR]1,c7sc05390h2_1_FSR_pacman,-,O=C1c2ccc(cc2C(=O)c2c1cc(cc2)C(=O)[O-])C(=O)[O-].[Mn].[O-]C(=O)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C(=O)[O-] MOFid-v1.ERROR.cat0;c7sc05390h2_1_FSR_pacman,6.47158,5.39478,6.47158,1.1197,467.628,1062.83,949.204,0,0,0,2252.73,0.512,0.457264,0,0,0,3,bcu,unnamed,bcu,unnamed,1,3,-C 2yc,15,Mn,No,N/A,PACMAN-DDEC6,10.12558073,0.965918503,0.038379872,1.065245866,0.07439431,1.113260064,0.078614664,0.00142236,0.371530761,293,SI,10.1039/C7SC05390H,2018,2018/2/15,RSC,Free Solvent Removed,FALSE,393.7,0.78723705,0.681031746,weak,
281,2017[Co][pcu]3[FSR]2,c7ta01546a2_FSR_pacman,-,Cc1nccn1c1ncnc(c1)n1ccnc1C.[Co][Co].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-] MOFid-v1.pcu.cat1;c7ta01546a2_FSR_pacman,4.25065,2.91668,4.25065,1.36161,0,0,0,122.965,320.504,235.386,1655.11,0.4314,0.31683,0,0,0,3,pcu,unnamed,pcu,unnamed,2,3,P 2ac 2ab 3,198,Co,No,N/A,PACMAN-DDEC6,10.34838882,0.908506536,0.072608224,1.01532826,0.101665747,1.07059153,0.071986537,0.001891357,0.3182284,304,SI,10.1039/C7TA01546A,2017,2017,RSC,Free Solvent Removed,TRUE,385,0.8007305,0.818226601,unknown,
282,2017[Co][tfz]3[FSR]2,c7ta02611k2_FSR_pacman,-,"[Co]12[OH]3[Co]4[OH]2[Co]2[OH]4[Co]4[OH]5[Co]3[OH]1[Co]5[OH]24.[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].n1ccc(cc1)c1ccncc1 MOFid-v1.unknown,ERROR.cat0;c7ta02611k2_FSR_pacman",9.53481,8.88161,9.53034,0.75846,1388.7,1895.84,2499.59,0,0,0,5002.96,0.683,0.900509,0,0,0,3,tfz-d,unnamed,tfz-d,unnamed,1,3,-P 2ybc,14,Co,No,N/A,PACMAN-DDEC6,10.58760209,0.876529273,0.033862482,0.95708618,0.065568465,1.024388899,0.077995886,0.001963763,0.307508355,316,SI,10.1039/C7TA02611K,2017,2017,RSC,Free Solvent Removed,TRUE,304.6,0.8827287,0.78,weak,
283,2017[Cu][rtl]3[FSR]1,c7ta02760e2_1_FSR_pacman,-,"Cc1ncn(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.rtl,sql.cat0;c7ta02760e2_1_FSR_pacman",4.386,2.77373,4.38022,1.18538,0,0,0,103.852,602.231,508.05,915.343,0.5308,0.447789,0,0,0,3,rtl,unnamed,rtl,unnamed,1,3,-I 2 2c,72,Cu,No,N/A,PACMAN-DDEC6,11.39810815,0.857648984,0.037364773,0.949159886,0.064288241,1.007632529,0.077324477,0.001161484,0.579526014,108,SI,10.1039/C7TA02760E,2017,2017,RSC,Free Solvent Removed,TRUE,305.7,0.7951859,0.5,weak,
284,2017[Cu][rtl]3[FSR]2,c7ta02760e2_2_FSR_pacman,-,"[Cu][Cu].[O-]C(=O)c1cc(cc(c1)n1cncc1)C(=O)[O-] MOFid-v1.rtl,sql.cat0;c7ta02760e2_2_FSR_pacman",4.3583,3.52183,4.33176,1.10472,264.048,1495.15,1353.42,0,0,0,1062.45,0.6016,0.544574,0,0,0,3,rtl,unnamed,rtl,unnamed,1,3,P 3 -2c,159,Cu,No,N/A,PACMAN-DDEC6,12.23843083,0.829857358,0.032283317,0.914932167,0.056371852,0.988935942,0.068849241,0.000960845,0.289717048,96,SI,10.1039/C7TA02760E,2017,2017,RSC,Free Solvent Removed,TRUE,293.8,0.7197384,0.62,unknown,
285,2017[Cu][apo]3[FSR]1,c7ta02760e2_4_FSR_pacman,-,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)n1ccnc1C)C(=O)[O-] MOFid-v1.apo.cat0;c7ta02760e2_4_FSR_pacman,4.78705,3.66848,4.77757,1.10662,649.004,1756.73,1587.48,0,0,0,2167.13,0.5866,0.530085,0,0,0,3,apo,unnamed,apo,unnamed,1,3,F 2 2 -1d,70,Cu,No,N/A,PACMAN-DDEC6,11.39810815,0.864326142,0.034632112,0.927452466,0.06773631,1.015815171,0.08123297,0.001406146,0.38402243,216,SI,10.1039/C7TA02760E,2017,2017,RSC,Free Solvent Removed,TRUE,390.1,0.672141,0.538461538,weak,
286,2018[Er][nan]3[FSR]1,c7ta03744a2_FSR_pacman,-,[O-]C(=O)C(=O)[O-].[O-]C(=O)C1CCCN(C1)CP(=O)([O])[O].[OH2][Er]([OH2])[OH2].[OH2][Er][OH2] MOFid-v1.ERROR.cat0;c7ta03744a2_FSR_pacman,4.24592,2.48508,4.24592,2.2121,0,0,0,30.4644,182.466,82.4855,709.576,0.425,0.192125,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,C -2yc,9,Er,No,N/A,PACMAN-DDEC6,16.59821884,0.639306922,0.041327514,0.703637257,0.079587523,0.728185383,0.088616105,0.001708319,0.28913036,134,SI,10.1039/C7TA03744A,2018,2018/11/8,RSC,Free Solvent Removed,FALSE,219.7,0.21796873,0.81,strong,
287,2017[FeCo][nan]2[FSR]1,c7ta03773b2_2_FSR_pacman,-,[Fe].[O-]C(=O)C1=CC=C[CH]1.[O-]C(=O)C1=C[CH]C=C1.[O-]C(=O)[C]1C=CC=C1.[OH2][Co].[OH2][Co][OH2].n1ccc(cc1)c1ccncc1 MOFid-v1.ERROR.cat1;c7ta03773b2_2_FSR_pacman,4.59449,2.75076,4.22953,1.43503,0,0,0,236.249,248.168,172.936,3916.41,0.4114,0.286684,0,0,0,2,mismatch,unnamed,mismatch,unnamed,4,2,-C 2c 2,63,"Fe,Co",No,N/A,PACMAN-DDEC6,10.18167436,0.901487549,0.031571597,1.007875949,0.04612124,1.056167459,0.063895169,0.001898965,0.337391408,808,SI,10.1039/C7TA03773B,2017,2017,RSC,Free Solvent Removed,FALSE,391.4,0.38687253,0.429,unknown,
288,2017[Co][nan]3[FSR]9,c7ta03917d2_FSR_pacman,-,[Co].[O-]C(=O)c1ccc(cc1)C1=C2C=CC(=C(c3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)c1ccncc1)[N]4)c1ccc(cc1)C(=O)[O-])C=C3)[N]2 MOFid-v1.ERROR.cat0;c7ta03917d2_FSR_pacman,5.76378,2.59733,5.76378,1.30886,0,0,0,68.8215,238.033,181.862,1164.6,0.4028,0.307748,0,0,0,3,unstable,unnamed,unstable,unnamed,1,3,-P 1,2,Co,No,N/A,PACMAN-DDEC6,9.61559943,0.91615707,0.031742748,1.072359069,0.047990079,1.133254212,0.058646411,0.001858946,0.344412328,237,SI,10.1039/C7TA03917D,2017,2017,RSC,Free Solvent Removed,TRUE,555,0.8948114,0.69,none,
289,2017[Cu][sql]2[FSR]3,c7ta05598f2_FSR_pacman,-,[Cu].n1ccc(cc1)c1ccncc1 MOFid-v1.sql.cat1;c7ta05598f2_FSR_pacman,4.15386,2.48334,4.14453,1.42203,0,0,0,66.7595,212.039,149.11,1388.47,0.441,0.310119,0,0,0,2,sql,unnamed,sql,unnamed,2,2,-P 1,2,Cu,No,N/A,PACMAN-DDEC6,11.82547472,0.870658247,0.023237763,0.988658692,0.045661716,1.090073888,0.056332303,0.002181223,0.363456275,228,SI,10.1039/C7TA05598F,2017,2017,RSC,Free Solvent Removed,FALSE,unknown,unknown,unknown,none,
290,2018[CuIn][nan]3[FSR]1,c7ta08288f2_FSR_pacman,-,[Cu].[In].[O-]C(=O)c1ccc(nc1)c1ccc(cn1)C(=O)[O-] MOFid-v1.unknown.cat1;c7ta08288f2_FSR_pacman,4.60859,4.02814,4.60366,1.25332,991.675,1411.71,1126.38,0,0,0,3877.6,0.552,0.440431,0,0,0,3,unnamed,unnamed,unnamed,unnamed,2,3,-P 2ybc,14,"Cu,In",Yes,Cu,PACMAN-DDEC6,13.2547616,0.770585612,0.005933407,0.864337351,0.013067237,0.930294372,0.013481347,0.001901904,0.337274832,400,SI,10.1039/C7TA08288F,2018,2018/10/12,RSC,Free Solvent Removed,TRUE,382.1,0.7474628,0.46,weak,
291,2017[Sc][nan]3[FSR]1,c7ta09699b2_2_FSR_pacman,-,[O-]C(=O)c1ccc(nc1)c1ccc(cn1)C(=O)[O-].[Sc] MOFid-v1.unknown.cat0;c7ta09699b2_2_FSR_pacman,6.15436,5.5019,6.1489,0.885831,574.851,1877.93,2119.97,0,0,0,1910.11,0.624,0.704423,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 1,2,Sc,No,N/A,PACMAN-DDEC6,11.03341816,0.911496545,0.018867352,1.010128195,0.031059498,1.092833491,0.033593059,0.002370183,0.202715424,148,SI,10.1039/C7TA09699B,2017,2017/12/18,RSC,Free Solvent Removed,TRUE,437.3,0.46676618,0.38225,weak,
292,2019[Cd][fsc]3[FSR]1,c7tc05707e2_FSR_pacman,-,"[Cd].[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-].c1ccc2c(c1)n(cn2)c1ccc(cc1)n1cnc2c1cccc2 MOFid-v1.sql,unknown.cat0;c7tc05707e2_FSR_pacman",7.74783,5.36023,7.74751,1.11086,710.676,1470.57,1323.81,0,0,0,2749.79,0.569,0.512217,0,0,0,3,fsc,unnamed,fsc,unnamed,2,3,-R 3,148,Cd,No,N/A,PACMAN-DDEC6,10.63452342,0.841242009,0.018882095,0.927764484,0.029608244,0.988677275,0.033078149,0.002360466,0.206916971,304,SI,10.1039/C7TC05707E,2019,2019/1/22,RSC,Free Solvent Removed,TRUE,343.1,0.7057628,0.87,weak,
293,2019[Zr][bey]2[FSR]1,c8cc00507a2_1_FSR_pacman,-,"[O-]C(=O)C.[O-]C(=O)c1ccc(cc1)P(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43 MOFid-v1.ERROR,unknown.cat0;c8cc00507a2_1_FSR_pacman",6.81859,3.42446,6.81859,1.47843,379.763,1055.25,713.765,4.18497,11.6288,7.86566,1786.44,0.4964,0.335762,2.87904,0.0008,0.000541115,2,bey,unnamed,bey,unnamed,1,2,-R 3,148,Zr,No,N/A,PACMAN-DDEC6,13.24014283,0.809177363,0.018242483,0.895187075,0.032917599,0.960500686,0.035351977,0.001478278,0.255483825,242,SI,10.1039/C8CC00507A,2019,2019/2/19,RSC,Free Solvent Removed,FALSE,343.5,0.8795562,0.848,strong,
294,2019[Yb][nan]2[FSR]1,c8cc01294f2_1_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Yb][Yb] MOFid-v1.kgd.cat0;c8cc01294f2_1_FSR_pacman,4.73732,3.96673,4.63776,1.32706,398.229,1008.85,760.21,0,0,0,1868.68,0.4734,0.356727,0,0,0,2,unnamed,unnamed,unnamed,unnamed,2,2,-R 3,148,Yb,No,N/A,PACMAN-DDEC6,11.10793972,0.791481158,0.035764957,0.895144765,0.061360235,0.948879491,0.067858522,0.001484147,0.252712552,284,SI,10.1039/C8CC01294F,2019,2019/3/26,RSC,Free Solvent Removed,FALSE,481.5,0.8889427,0.68,weak,
295,2019[Yb][nan]2[FSR]2,c8cc01294f2_2_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Yb][Yb] MOFid-v1.kgd.cat0;c8cc01294f2_2_FSR_pacman,4.69534,3.91556,4.66517,1.33415,407.052,1017.33,762.535,0,0,0,1898.95,0.4746,0.355733,0,0,0,2,unnamed,unnamed,unnamed,unnamed,2,2,P 2ac 2ab 3,198,Yb,No,N/A,PACMAN-DDEC6,11.0092926,0.80251498,0.017078755,0.909357334,0.037964765,0.964930644,0.040247453,0.001483966,0.252773007,292,SI,10.1039/C8CC01294F,2019,2019/3/26,RSC,Free Solvent Removed,FALSE,440.5,0.9334472,0.69,weak,
296,2019[In][nan]3[FSR]1,c8cc03219j2_FSR_pacman,-,[In].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O] MOFid-v1.unknown.cat0;c8cc03219j2_FSR_pacman,14.85353,14.56405,14.85148,0.975636,432.239,1435.12,1470.96,0,0,0,2116.74,0.7028,0.720351,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 1,2,In,No,N/A,PACMAN-DDEC6,16.38513111,0.691639227,0.020669043,0.760420656,0.029197211,0.808828331,0.040668901,0.002391199,0.196401742,108,SI,10.1039/C8CC03219J,2019,2019/5/9,RSC,Free Solvent Removed,TRUE,346.3,0.8479349,0.56,strong,
297,2019[Co][pcu]3[FSR]1,c8cc04723e2_FSR_pacman,-,O=C1C(=O)C(=C1Nc1cccc(c1)C(=O)[O-])Nc1cccc(c1)C(=O)[O-].[Co].n1ccc(cc1)c1ccncc1 MOFid-v1.ERROR.cat0;c8cc04723e2_FSR_pacman,6.44898,5.79069,6.44898,0.956026,664.503,1691.59,1769.4,0,0,0,2307.46,0.5874,0.614419,0,0,0,3,pcu,unnamed,pcu,unnamed,1,3,-P 2ybc,14,Co,No,N/A,PACMAN-DDEC6,9.919279211,0.917557619,0.019136911,1.023113469,0.028922108,1.088662321,0.036713736,0.001141924,0.382709026,228,SI,10.1039/C8CC04723E,2019,2019/7/10,RSC,Free Solvent Removed,FALSE,349.1,0.7802036,0.922622378,strong,
298,2019[Cu][pts]3[FSR]1,c8cc05404e2_2_FSR_pacman,-,"I[Cu]12[Cu]3[Cu]1[Cu]23(I)(I)I.N#CC1=C(C#N)[N]C=N1 MOFid-v1.pts,bex.cat0;c8cc05404e2_2_FSR_pacman",6.57032,4.77193,6.45987,2.49229,624.763,1333.64,535.108,0,0,0,2729.27,0.5826,0.233761,0,0,0,3,pts,unnamed,pts,unnamed,1,3,-P 6c 2,193,Cu,Yes,Cu,PACMAN-DDEC6,48.82722889,0.332412838,0.017205542,0.346273954,0.023312344,0.347586331,0.02766996,0.001153589,0.376081474,144,SI,10.1039/C8CC05404E,2019,2019/8/30,RSC,Free Solvent Removed,FALSE,335.1,0.27593464,0.12,weak,
299,2019[Dy][sql]2[FSR]1,c8cc06058d2_2_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)O.[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-].[OH2][Dy][OH2] MOFid-v1.ERROR.cat0;c8cc06058d2_2_FSR_pacman,5.58452,4.09039,5.58074,1.18334,278.38,1393.19,1177.34,0,0,0,1120.96,0.561,0.474081,0,0,0,2,sql,unnamed,sql,unnamed,1,2,-P 2ybc,14,Dy,No,N/A,PACMAN-DDEC6,11.48321194,0.808464882,0.017477026,0.901127532,0.018623384,0.945153405,0.016853195,0.001296463,0.424358096,124,SI,10.1039/C8CC06058D,2019,2019/8/10,RSC,Free Solvent Removed,FALSE,303.4,0.6696169,0.7305,weak,
300,2020[Ag][pts]3[FSR]1,c8cc09364d2_2_FSR_pacman,-,[Ag].c1ncn(c1)c1cc(n2cncc2)c(cc1n1cncc1)n1cncc1 MOFid-v1.bex.cat0;c8cc09364d2_2_FSR_pacman,5.14616,3.58328,5.13576,1.21648,148.307,1206.56,991.843,0,0,0,643.84,0.5238,0.430587,0,0,0,3,pts,unnamed,pts,unnamed,1,3,-P 2n 2ab,60,Ag,Yes,Ag,PACMAN-DDEC6,10.98111122,0.792068974,0.023920362,0.881375239,0.039525921,0.941769833,0.049423277,0.001572842,0.464860817,82,SI,10.1039/C8CC09364D,2020,2020/1/8,RSC,Free Solvent Removed,FALSE,310,0.89978373,0.82,weak,
301,2020[Co][nan]3[FSR]1,c8cc09655d2_FSR_pacman,-,[Co].[O]P(=O)(c1ccc(cc1)C(c1ccc(cc1)P(=O)(O)[O])(c1ccc(cc1)P(=O)(O)[O])c1ccc(cc1)P(=O)(O)[O])O.[O]P(=O)(c1ccc(cc1)C(c1ccc(cc1)P(=O)([O])O)(c1ccc(cc1)P(=O)([O])O)c1ccc(cc1)P(=O)([O])O)O MOFid-v1.unknown.cat0;c8cc09655d2_FSR_pacman,5.67015,4.23977,5.67015,1.18335,732.765,1730.97,1462.78,0,0,0,2399.41,0.5668,0.478981,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 1,2,Co,No,N/A,PACMAN-DDEC6,11.97111965,0.84144715,0.028016473,0.935145437,0.055851969,0.976507017,0.064739338,0.00128461,0.431415224,252,SI,10.1039/C8CC09655D,2020,2020/5/20,RSC,Free Solvent Removed,FALSE,349.9,0.6657554,0.52,weak,
302,2020[Cu][dia]3[FSR]3,c8cc10269d2_FSR_pacman,-,O=C1N(c2ccncc2)C(=O)c2c3c1ccc1c3c(cc2)C(=O)N(C1=O)c1ccncc1.[Cu] MOFid-v1.dia.cat0;c8cc10269d2_FSR_pacman,10.87974,10.56887,10.87974,0.821251,519.898,1421.66,1731.09,0,0,0,2343.39,0.6408,0.780273,0,0,0,3,dia,unnamed,dia,unnamed,6,3,P 2ac 2ab,19,Cu,No,N/A,PACMAN-DDEC6,10.16066247,0.901312347,0.011232322,1.022848416,0.021360414,1.079649421,0.025784007,0.001573755,0.462172873,178,SI,10.1039/C8CC10269D,2020,2020/1/12,RSC,Free Solvent Removed,TRUE,297.2,0.32223344,0.93,unknown,
303,2019[Cu][rtl]3[FSR]1,c8ce00030a2_1_FSR_pacman,-,[Cu][OH]1[Cu][OH]([Cu]1)[Cu].[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-] MOFid-v1.kgd.cat0;c8ce00030a2_1_FSR_pacman,5.04228,3.12249,5.04074,1.37413,0,0,0,196.773,880.433,640.722,1134.47,0.5076,0.369398,0,0,0,3,rtl,unnamed,rtl,unnamed,1,3,-P 2ybc,14,Cu,Yes,Cu,PACMAN-DDEC6,11.85549282,0.866058696,0.03768797,0.944468232,0.080239793,0.984158856,0.084793097,0.001593506,0.45251564,156,SI,10.1039/C8CE00030A,2019,2019/2/22,RSC,Free Solvent Removed,FALSE,unknown,unknown,unknown,unknown,
304,2019[Mn][fsc]3[FSR]1,c8ce00058a2_4_FSR_pacman,-,[Mn].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].c1ncn(c1)c1ccc(cc1)n1cncc1 MOFid-v1.ERROR.cat0;c8ce00058a2_4_FSR_pacman,4.55427,3.42113,4.54771,1.29793,70.6687,644.861,496.837,0,0,0,479.335,0.4374,0.336997,0,0,0,3,fsc,unnamed,sqc27,unnamed,1,3,P 2 2ab -1ab,59,Mn,No,N/A,PACMAN-DDEC6,10.19713488,0.921641828,0.04018617,1.028678296,0.061850667,1.079551385,0.077019076,0.001764485,0.327939384,84,SI,10.1039/C8CE00058A,2019,2019/2/12,RSC,Free Solvent Removed,TRUE,349.9,0.90649784,0.565238095,strong,
